Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Países Bajos,NLD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,44.6,41.8,38.2,38.5,39.4,39.6,39.2,39.5,39,41,40.4,40.7,40.8,41.2,
Noruega,NOR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,41.1,41.1,40.7,40.7,40.7,40.7,40.7,40.7,40.4,39.5,39.5,37.7,37,36.2,
Nepal,NPL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,32.5,32.8,34.1,32.5,31.7,31.5,31.5,29.9,29.9,29.9,29.9,30,37,41.8,
Nauru,NRU,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelandia,NZL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,35.4,35.5,36,33.2,34.7,34.4,34,34.4,34.4,34.3,34.3,34.5,34.6,34.6,
Miembros OCDE,OED,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.665625,43.7121212121212,43.3666666666667,42.7909090909091,41.9151515151515,41.1121212121212,40.5393939393939,40.8727272727273,41.4444444444444,41.6666666666667,41.2277777777778,40.9777777777778,40.4055555555556,40.3222222222222,40.3472222222222,
Omán,OMN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,20.3,21.6,21.6,21.6,21.6,22,22,23,22.9,23.4,23.9,23.9,27.4,27.4,
Otros Estados pequeos,OSS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.678947368421,57.1809523809524,53.0260869565217,50.8083333333333,49.1125,47.55,46.9,47.35,46.3692307692308,38.2576923076923,37.75,38.8730769230769,38.8538461538461,39.2461538461539,39.2423076923077,
Pakistán,PAK,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,32.6,32.9,33.4,33.9,34.1,33.9,
Panamá,PAN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,44.1,44.7,43.8,43.8,43.8,43.6,40.5,37,37.2,37.2,37.2,37.2,37.2,37.2,
Perú,PER,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,38.8,38.8,39.1,38.2,38.2,37.6,37.4,37.4,37.3,37.3,35.6,35.6,36.8,36.8,
Filipinas,PHL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,47.6,49.1,47.1,47.1,43.8,44.5,44.5,42.5,42.5,42.9,42.9,42.9,42.9,43.1,
Palau,PLW,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,72.5,72.5,72.5,72.5,72.5,72.5,75.2,75,75.4,75.4,75.5,75.5,75.8,76.6,
Papua Nueva Guinea,PNG,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,41.5,41.5,41.5,42.1,42.1,42.1,42.1,39.3,39.3,39.3,39.3,39.3,39.3,37.1,
Polonia,POL,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,43.2,43.4,45.1,42.2,40.6,40.1,40.3,40.1,40.1,40.3,40.4,40.5,40.7,40.8,
previa al dividendo demográfico,PRE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0515151515152,86.3411764705882,85.185294117647,83.5705882352941,83.3705882352941,80.5705882352941,66.75,65.3057142857143,55.5194444444444,49.75,49.9888888888889,51.35,51.9138888888889,52.1277777777778,52.3583333333333,
Puerto Rico,PRI,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,57.6,57.6,60.6,60.6,63.6,63.1,50.4,49.6,66,67,64.4,64.4,64.4,64.4,
"Corea, República Popular Democrática de",PRK,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,43.8,42.9,42.5,42.3,42.6,42.6,41.9,42.2,42.3,40.9,39.8,39.8,39.8,39.8,
Paraguay,PRY,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,44.8,35.1,35,35,35,35,35,35,35,35,35,35,35,35,
Ribera Occidental y Gaza,PSE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,18.1,16.8,16.5,16.5,16.5,16.5,16.5,16.5,15.3,15.3,15.3,15.3,15.3,15.3,
Estados pequeos de las Islas del Pacfico,PSS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0555555555556,39.0555555555556,38.9555555555556,38.8555555555556,38.2888888888889,38.1888888888889,38.1111111111111,38.3333333333333,38.8888888888889,38.9555555555556,38.9555555555556,39.2333333333333,39.2,39.3555555555556,39.4555555555556,
posterior al dividendo demográfico,PST,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2741935483871,46.934375,45.946875,45.3375,43.225,41.553125,40.1264705882353,39.6470588235294,40.2444444444444,40.3166666666667,39.8277777777778,39.7,38.7861111111111,38.7861111111111,38.8305555555556,
Polinesia Francesa,PYF,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,
Rumania,ROU,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8,48.2,45.6,45.4,45.5,44,43.5,43.3,43.2,43.2,42,40,40,40,20,
Federación de Rusia,RUS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,48.9,47,47.4,47.5,46.3,46.2,
Rwanda,RWA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,41.2,37.2,37.1,34.7,34.7,34.7,34.5,33,33,33,33,33.2,33.2,33.2,
Asia meridional,SAS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.32,34.94,35.38,35.64,35.32,42.14,45.36,37.16,38.9375,38.8,38.6875,40.3125,43.2,43.5875,43.8625,
Arabia Saudita,SAU,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.6,14.6,14.6,14.7,14.7,14.7,14.7,14.6,14.6,15,15.7,15.7,15.7,15.7,
Sudán,SDN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,36.1,36.1,36.1,36.1,36.1,36.1,36.1,45.4,45.4,45.4,45.4,45.4,45.4,45.4,
Senegal,SEN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.3,45.1,47.3,45.1,45.1,45.1,44.8,
Singapur,SGP,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,22.4,21.8,24.2,24.1,23.4,23.8,18.4,20.1,18,18,19.1,20.3,20.6,21,
Islas Salomón,SLB,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,26.1,26.1,26.1,26.1,26.2,26.2,25.3,32,32,32,32,32,32,32,
Sierra Leona,SLE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,272,235.2,235.2,235.2,235.2,32.4,32.4,31,31,30.7,30.7,30.7,30.7,30.7,
El Salvador,SLV,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,38.8,38.8,38.8,35.5,35.5,35.6,36.4,
San Marino,SMR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,39.9,39.9,40.3,35.2,35.7,35.7,36.2,
Somalia,SOM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,30.9,30.9,29.2,29.2,31.2,31.2,31.2,31.2,35.6,36.6,36.7,36.7,36.6,36.6,
África al sur del Sahara (excluido altos ingresos),SSA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4511627906977,74.2977272727273,73.5272727272727,72.8840909090909,72.325,69.6954545454546,59.0022727272727,58.2,50.5,45.8586956521739,46.104347826087,46.9239130434783,46.8913043478261,47.0760869565217,47.6413043478261,
Sudán del Sur,SSD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,29.2,29,29,31.4,31.4,31.4,31.4,
África al sur del Sahara,SSF,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9045454545454,73.7222222222222,72.9688888888889,72.3,71.6977777777778,69.08,58.3577777777778,57.445652173913,49.968085106383,45.5170212765957,45.763829787234,46.5659574468085,46.5340425531915,46.7148936170213,47.268085106383,
Pequeños Estados,SST,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7666666666667,48.8365853658536,46.7659090909091,45.6422222222222,44.4777777777778,43.5088888888889,42.9510638297872,43.3041666666667,42.8291666666667,38.1729166666667,37.6520833333333,38.225,38.2708333333333,38.5979166666667,38.6416666666667,
Santo Tomé y Príncipe,STP,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51.3,51.3,51.3,51.3,38.8,38,38,38,37.5,37.5,37,37,37,37,
Suriname,SUR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,
República Eslovaca,SVK,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,47.6,47.6,47.4,48.4,48.9,48.3,49.2,48.7,49.4,50.4,50.1,50.1,49.7,49.7,
Eslovenia,SVN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,39.2,38.4,34.9,35.8,33.6,32.9,32.9,31.4,31,31,31,31,31,31,
Suecia,SWE,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,54.1,53.8,53.8,53.9,52.1,52.1,52.1,52.1,49.1,49.1,49.1,49.1,49.1,49.1,
Eswatini,SWZ,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,36.6,36.6,36.6,36.6,36.8,37.6,36.8,36.7,36.9,34.7,35.1,35.2,35.7,35.8,
Sint Maarten (Dutch part),SXM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,48.4,48.4,46.6,44.1,42,30,23.5,25.5,29.8,30.1,30.1,30.1,30.1,30.1,
República Árabe Siria,SYR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,43.5,43.5,40.5,39.9,39.9,39.9,39.9,39.9,42.7,42.7,42.7,42.7,42.7,42.7,
Islas Turcas y Caicos,TCA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,74,71.3,71.3,75.8,75.8,75.7,72.4,63.5,63.5,63.5,63.5,63.5,63.5,
Asia oriental y el Pacífico (BIRF y la AIF),TEA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7833333333333,38.7777777777778,38.8388888888889,37.2666666666667,35.15,34.5722222222222,34.9666666666667,35.1157894736842,36.1952380952381,35.9619047619048,35.8047619047619,36.1,35.8333333333333,35.7095238095238,35.8,
Europa y Asia central (BIRF y la AIF),TEC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3736842105263,52.135,48.64,48.6,43.3142857142857,39.2619047619048,38.2857142857143,37.7190476190476,37.1045454545455,34.2681818181818,34.7681818181818,33.8772727272727,33.3090909090909,33.0136363636364,32.3681818181818,
Togo,TGO,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,52.5,52.6,52.6,52.5,50.3,48.9,48.9,48.9,50.3,48.5,48.5,48.5,48.2,48.2,
Tailandia,THA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,35.9,36.4,36.1,35.8,35.8,35.9,36.1,28.7,26,26.8,29.6,28.7,29.5,29.5,
Tayikistán,TJK,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,79.9,80,83.4,83.8,84,84.5,84.5,80.9,81.8,81.8,66.1,66.3,67.3,67.3,
Turkmenistán,TKM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
América Latina y el Caribe (BIRF y la AIF),TLA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.55,48.0071428571429,47.7678571428571,46.3678571428571,46.3428571428571,45.9285714285714,46.0107142857143,45.9571428571429,47.2733333333333,47.58,47.2233333333333,45.76,46.4733333333333,46.7633333333333,46.8333333333333,
Timor-Leste,TLS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,48.9,48.9,33.1,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,17.3,
Oriente Medio y Norte de África (BIRF y la AIF),TMN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9090909090909,46.1363636363636,45.8818181818182,44.8727272727273,44.5909090909091,44.6,43.0818181818182,42.075,41.2833333333333,42.0083333333333,41.8583333333333,41.0583333333333,41.625,41.5,41.0916666666667,
Tonga,TON,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,27.5,27.5,27.5,22.7,23.6,23.6,23.6,27.5,27.5,27.5,27.5,27.5,27.5,27.5,
Asia meridional (BIRF y la AIF),TSA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.32,34.94,35.38,35.64,35.32,42.14,45.36,37.16,38.9375,38.8,38.6875,40.3125,43.2,43.5875,43.8625,
África al sur del Sahara (BIRF y la AIF),TSS,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9045454545454,73.7222222222222,72.9688888888889,72.3,71.6977777777778,69.08,58.3577777777778,57.445652173913,49.968085106383,45.5170212765957,45.763829787234,46.5659574468085,46.5340425531915,46.7148936170213,47.268085106383,
Trinidad y Tobago,TTO,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,39.2,35,36.3,36.3,35,31,31,31.5,32,32.2,32,36.2,39.7,40.5,
Túnez,TUN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2,61.2,61.2,59.1,62.8,62.8,62.8,62.8,62.8,62.8,60.2,60.2,64.1,60.2,60.7,
Turquía,TUR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,45.7,44.3,44,42.9,42.9,39.7,39.7,39.4,39.8,40.5,40.5,40.4,40.4,42.3,
Tuvalu,TUV,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzanía,TZA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,43.8,43.9,44.4,44.4,44.4,44.9,44.9,44.3,44.3,43.9,43.9,44.1,44,43.8,
Uganda,UGA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,35,36.6,35.4,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.7,33.7,33.7,33.7,
Ucrania,UKR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3,57,56.6,57.2,57.2,55.5,57.1,55.4,54.4,52.7,52.2,52.3,37.8,41.7,45.2,
Ingreso mediano alto,UMC,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6645833333333,43.5795918367347,42.6857142857143,42.1081632653061,40.112,39.554,39.408,38.3647058823529,39.6145454545455,39.5563636363636,39.5436363636364,39.2690909090909,39.46,39.44,39.12,
Uruguay,URY,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,71.3,71.3,43,41.9,41.9,41.9,41.9,41.8,41.8,41.8,41.8,41.8,41.8,41.8,
Estados Unidos,USA,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,43.8,43.9,44,43.8,43.8,36.6,
Uzbekistán,UZB,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7,112.1,90.3,89.8,95,95.8,97.7,98.7,93.7,42.1,41.1,38.1,38.3,32.1,31.6,
San Vicente y las Granadinas,VCT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,42.6,41,38.7,38.7,38.7,38.6,38.6,39.3,39.3,39.3,39.3,37,
Venezuela,VEN,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,49.8,53.6,55.6,60.4,51.9,62.8,61.5,65,65,64.7,65,70.1,70.1,73.3,
Islas Vírgenes Británicas,VGB,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Vírgenes (EE.UU.),VIR,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,39.9,39.9,39.9,40,33.1,39.9,35.3,40.8,40.8,39.4,39.4,38.1,37.8,37.6,
Vanuatu,VUT,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.5,8.5,8.5,8.5,8.5,8.5,8.5,
Mundo,WLD,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1036809815951,51.9185628742515,50.7205882352941,49.8210526315789,48.5645348837209,47.2406976744186,44.1925287356322,43.5393258426966,41.8857142857143,40.5804232804233,40.4666666666667,40.3132275132275,40.3539682539683,40.2915789473684,40.3836842105263,
Samoa,WSM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,19.3,19.3,18.4,18.4,18.4,18.4,18.4,18.4,18.1,18.1,18.5,19.3,19.3,19.3,
Kosovo,XKX,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,16.5,15.8,15.6,15.4,15.4,15.2,15.2,15.2,15.2,15.2,
"Yemen, Rep. del",YEM,Tasa tributaria total (% de utilidades comerciales),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.7,49.4,49.4,49.3,49.3,49.3,34.5,33.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,
